Temperature (C)	Pressure (bar)	"Density (l, kg/m3)"	"Volume (l, m3/kg)"	"Internal Energy (l, kJ/kg)"	"Enthalpy (l, kJ/kg)"	"Entropy (l, J/g*K)"	"Cv (l, J/g*K)"	"Cp (l, J/g*K)"	"Sound Spd. (l, m/s)"	"Joule-Thomson (l, K/bar)"	"Viscosity (l, uPa*s)"	"Therm. Cond. (l, W/m*K)"	"Surf. Tension (l, N/m)"	"Density (v, kg/m3)"	"Volume (v, m3/kg)"	"Internal Energy (v, kJ/kg)"	"Enthalpy (v, kJ/kg)"	"Entropy (v, J/g*K)"	"Cv (v, J/g*K)"	"Cp (v, J/g*K)"	"Sound Spd. (v, m/s)"	"Joule-Thomson (v, K/bar)"	"Viscosity (v, uPa*s)"	"Therm. Cond. (v, W/m*K)"
-17.248	19.489	986.59	0.0010136	127.45	129.42	0.58293	0.90966	2.0121	677.32	0.0083776	113.99	0.12022	0.0085854	50.849	0.019666	362.26	400.59	1.6426	0.81156	1.345	217.64	1.7333	13.696	0.015766
-17.103	19.572	985.98	0.0010142	127.73	129.71	0.58403	0.90965	2.0137	676.35	0.0085409	113.79	0.12006	0.0085575	51.074	0.019579	362.27	400.59	1.6419	0.81208	1.3472	217.6	1.7309	13.708	0.015788
-16.958	19.654	985.36	0.0010149	128.01	130	0.58513	0.90963	2.0152	675.39	0.0087044	113.6	0.1199	0.0085296	51.3	0.019493	362.28	400.59	1.6413	0.8126	1.3494	217.55	1.7285	13.719	0.01581
-16.814	19.737	984.75	0.0010155	128.29	130.29	0.58623	0.90962	2.0167	674.43	0.0088682	113.4	0.11974	0.0085019	51.527	0.019407	362.29	400.59	1.6407	0.81312	1.3516	217.51	1.7261	13.731	0.015832
-16.67	19.82	984.14	0.0010161	128.57	130.58	0.58732	0.9096	2.0182	673.47	0.0090323	113.2	0.11958	0.0084742	51.753	0.019323	362.3	400.6	1.6401	0.81364	1.3538	217.47	1.7238	13.742	0.015854
-16.527	19.902	983.53	0.0010167	128.85	130.87	0.58841	0.90959	2.0198	672.52	0.0091967	113	0.11942	0.0084466	51.98	0.019238	362.31	400.6	1.6395	0.81416	1.356	217.43	1.7214	13.754	0.015876
-16.384	19.985	982.93	0.0010174	129.12	131.16	0.5895	0.90958	2.0213	671.56	0.0093614	112.81	0.11926	0.0084192	52.206	0.019155	362.32	400.6	1.6389	0.81468	1.3583	217.39	1.7191	13.765	0.015898
-16.242	20.067	982.32	0.001018	129.4	131.44	0.59058	0.90956	2.0229	670.61	0.0095263	112.62	0.1191	0.0083918	52.433	0.019072	362.33	400.6	1.6383	0.81519	1.3605	217.35	1.7168	13.777	0.01592
-16.1	20.15	981.72	0.0010186	129.68	131.73	0.59166	0.90955	2.0244	669.66	0.0096915	112.42	0.11894	0.0083646	52.66	0.01899	362.34	400.6	1.6376	0.81571	1.3627	217.31	1.7145	13.788	0.015942
-15.958	20.232	981.11	0.0010193	129.95	132.01	0.59274	0.90954	2.026	668.72	0.009857	112.23	0.11879	0.0083374	52.888	0.018908	362.34	400.6	1.637	0.81622	1.365	217.27	1.7122	13.799	0.015964
-15.817	20.315	980.51	0.0010199	130.23	132.3	0.59381	0.90953	2.0275	667.77	0.010023	112.04	0.11863	0.0083103	53.115	0.018827	362.35	400.6	1.6364	0.81673	1.3672	217.23	1.7099	13.811	0.015986
-15.676	20.397	979.9	0.0010205	130.5	132.58	0.59488	0.90952	2.0291	666.83	0.010189	111.85	0.11847	0.0082833	53.343	0.018747	362.36	400.6	1.6358	0.81724	1.3695	217.19	1.7077	13.822	0.016008
-15.536	20.48	979.3	0.0010211	130.77	132.87	0.59595	0.90951	2.0306	665.89	0.010355	111.66	0.11832	0.0082564	53.571	0.018667	362.37	400.6	1.6352	0.81775	1.3717	217.15	1.7054	13.834	0.01603
-15.396	20.562	978.7	0.0010218	131.05	133.15	0.59701	0.9095	2.0322	664.95	0.010522	111.47	0.11816	0.0082296	53.799	0.018588	362.38	400.6	1.6346	0.81826	1.374	217.11	1.7032	13.845	0.016051
-15.256	20.645	978.1	0.0010224	131.32	133.43	0.59807	0.90949	2.0338	664.02	0.010689	111.28	0.11801	0.0082029	54.027	0.018509	362.38	400.6	1.634	0.81877	1.3763	217.06	1.701	13.856	0.016073
-15.117	20.727	977.51	0.001023	131.59	133.71	0.59913	0.90948	2.0353	663.09	0.010856	111.09	0.11785	0.0081763	54.255	0.018431	362.39	400.59	1.6334	0.81928	1.3785	217.02	1.6987	13.868	0.016095
-14.978	20.81	976.91	0.0010236	131.86	133.99	0.60018	0.90947	2.0369	662.16	0.011024	110.9	0.1177	0.0081498	54.484	0.018354	362.4	400.59	1.6328	0.81978	1.3808	216.98	1.6965	13.879	0.016117
-14.84	20.893	976.31	0.0010243	132.13	134.27	0.60123	0.90946	2.0385	661.23	0.011191	110.72	0.11755	0.0081234	54.713	0.018277	362.4	400.59	1.6322	0.82029	1.3831	216.94	1.6943	13.89	0.016139
-14.702	20.975	975.72	0.0010249	132.4	134.55	0.60228	0.90945	2.0401	660.31	0.011359	110.53	0.11739	0.0080971	54.942	0.018201	362.41	400.59	1.6316	0.82079	1.3853	216.9	1.6922	13.902	0.016161
-14.565	21.058	975.12	0.0010255	132.67	134.83	0.60333	0.90944	2.0416	659.38	0.011528	110.35	0.11724	0.0080708	55.171	0.018125	362.42	400.59	1.6311	0.8213	1.3876	216.85	1.69	13.913	0.016183
-14.427	21.14	974.53	0.0010261	132.94	135.11	0.60437	0.90943	2.0432	658.46	0.011697	110.16	0.11709	0.0080447	55.401	0.01805	362.42	400.58	1.6305	0.8218	1.3899	216.81	1.6878	13.924	0.016205
-14.291	21.223	973.93	0.0010268	133.21	135.39	0.60541	0.90943	2.0448	657.54	0.011866	109.98	0.11694	0.0080186	55.63	0.017976	362.43	400.58	1.6299	0.8223	1.3922	216.77	1.6857	13.935	0.016227
-14.154	21.305	973.34	0.0010274	133.47	135.66	0.60645	0.90942	2.0464	656.63	0.012035	109.8	0.11679	0.0079926	55.86	0.017902	362.43	400.57	1.6293	0.8228	1.3945	216.73	1.6835	13.947	0.016249
-14.018	21.388	972.75	0.001028	133.74	135.94	0.60748	0.90941	2.048	655.71	0.012205	109.62	0.11664	0.0079667	56.09	0.017828	362.44	400.57	1.6287	0.8233	1.3968	216.69	1.6814	13.958	0.016271
-13.883	21.47	972.16	0.0010286	134.01	136.22	0.60851	0.90941	2.0496	654.8	0.012374	109.44	0.11648	0.0079409	56.32	0.017756	362.44	400.57	1.6281	0.8238	1.3991	216.64	1.6793	13.969	0.016294
-13.748	21.553	971.57	0.0010293	134.27	136.49	0.60954	0.9094	2.0512	653.89	0.012545	109.26	0.11634	0.0079152	56.551	0.017683	362.45	400.56	1.6275	0.8243	1.4014	216.6	1.6772	13.98	0.016316
-13.613	21.635	970.98	0.0010299	134.54	136.76	0.61057	0.9094	2.0528	652.98	0.012715	109.08	0.11619	0.0078896	56.782	0.017611	362.45	400.56	1.627	0.82479	1.4037	216.56	1.6751	13.991	0.016338
-13.478	21.718	970.4	0.0010305	134.8	137.04	0.61159	0.90939	2.0545	652.08	0.012886	108.9	0.11604	0.007864	57.012	0.01754	362.46	400.55	1.6264	0.82529	1.4061	216.51	1.673	14.002	0.01636
-13.344	21.8	969.81	0.0010311	135.06	137.31	0.61261	0.90939	2.0561	651.17	0.013057	108.72	0.11589	0.0078385	57.243	0.017469	362.46	400.55	1.6258	0.82578	1.4084	216.47	1.6709	14.014	0.016382
-13.21	21.883	969.23	0.0010318	135.33	137.59	0.61363	0.90938	2.0577	650.27	0.013229	108.54	0.11574	0.0078132	57.475	0.017399	362.47	400.54	1.6252	0.82628	1.4107	216.43	1.6689	14.025	0.016404
-13.077	21.966	968.64	0.0010324	135.59	137.86	0.61464	0.90938	2.0593	649.37	0.013401	108.37	0.11559	0.0077879	57.706	0.017329	362.47	400.53	1.6247	0.82677	1.413	216.39	1.6668	14.036	0.016426
-12.944	22.048	968.06	0.001033	135.85	138.13	0.61565	0.90938	2.061	648.47	0.013573	108.19	0.11545	0.0077626	57.938	0.01726	362.47	400.53	1.6241	0.82726	1.4154	216.34	1.6648	14.047	0.016448
-12.811	22.131	967.47	0.0010336	136.11	138.4	0.61666	0.90937	2.0626	647.58	0.013745	108.02	0.1153	0.0077375	58.17	0.017191	362.48	400.52	1.6235	0.82775	1.4177	216.3	1.6627	14.058	0.01647
-12.679	22.213	966.89	0.0010342	136.37	138.67	0.61767	0.90937	2.0642	646.68	0.013918	107.84	0.11515	0.0077125	58.402	0.017123	362.48	400.51	1.6229	0.82824	1.4201	216.26	1.6607	14.069	0.016492
-12.547	22.296	966.31	0.0010349	136.63	138.94	0.61867	0.90937	2.0659	645.79	0.014091	107.67	0.11501	0.0076875	58.634	0.017055	362.48	400.51	1.6224	0.82873	1.4224	216.21	1.6587	14.08	0.016514
-12.416	22.378	965.73	0.0010355	136.89	139.21	0.61967	0.90937	2.0675	644.9	0.014265	107.5	0.11486	0.0076626	58.867	0.016988	362.48	400.5	1.6218	0.82922	1.4248	216.17	1.6567	14.091	0.016537
-12.284	22.461	965.15	0.0010361	137.15	139.48	0.62067	0.90937	2.0692	644.01	0.014438	107.32	0.11472	0.0076378	59.099	0.016921	362.49	400.49	1.6212	0.82971	1.4271	216.12	1.6547	14.102	0.016559
-12.154	22.543	964.57	0.0010367	137.41	139.75	0.62167	0.90936	2.0708	643.13	0.014612	107.15	0.11457	0.0076131	59.332	0.016854	362.49	400.48	1.6207	0.83019	1.4295	216.08	1.6527	14.113	0.016581
-12.023	22.626	963.99	0.0010374	137.67	140.02	0.62266	0.90936	2.0725	642.24	0.014787	106.98	0.11443	0.0075884	59.566	0.016788	362.49	400.48	1.6201	0.83068	1.4319	216.04	1.6508	14.124	0.016603
-11.893	22.708	963.42	0.001038	137.93	140.28	0.62365	0.90936	2.0741	641.36	0.014962	106.81	0.11429	0.0075639	59.799	0.016723	362.49	400.47	1.6195	0.83116	1.4343	215.99	1.6488	14.135	0.016625
-11.763	22.791	962.84	0.0010386	138.18	140.55	0.62464	0.90936	2.0758	640.48	0.015137	106.64	0.11414	0.0075394	60.032	0.016658	362.49	400.46	1.619	0.83165	1.4366	215.95	1.6468	14.146	0.016647
-11.634	22.874	962.26	0.0010392	138.44	140.82	0.62562	0.90936	2.0775	639.6	0.015312	106.47	0.114	0.007515	60.266	0.016593	362.49	400.45	1.6184	0.83213	1.439	215.91	1.6449	14.157	0.01667
-11.504	22.956	961.69	0.0010398	138.69	141.08	0.62661	0.90936	2.0791	638.73	0.015488	106.31	0.11386	0.0074906	60.5	0.016529	362.5	400.44	1.6179	0.83261	1.4414	215.86	1.6429	14.168	0.016692
-11.376	23.039	961.11	0.0010405	138.95	141.35	0.62759	0.90937	2.0808	637.85	0.015664	106.14	0.11372	0.0074664	60.734	0.016465	362.5	400.43	1.6173	0.8331	1.4438	215.82	1.641	14.179	0.016714
-11.247	23.121	960.54	0.0010411	139.2	141.61	0.62857	0.90937	2.0825	636.98	0.015841	105.97	0.11357	0.0074422	60.969	0.016402	362.5	400.42	1.6167	0.83358	1.4462	215.77	1.6391	14.19	0.016736
-11.119	23.204	959.97	0.0010417	139.46	141.88	0.62954	0.90937	2.0842	636.11	0.016017	105.8	0.11343	0.0074181	61.204	0.016339	362.5	400.41	1.6162	0.83406	1.4486	215.73	1.6372	14.201	0.016759
-10.991	23.286	959.4	0.0010423	139.71	142.14	0.63052	0.90937	2.0859	635.24	0.016194	105.64	0.11329	0.007394	61.438	0.016276	362.5	400.4	1.6156	0.83454	1.4511	215.68	1.6353	14.212	0.016781
-10.864	23.369	958.82	0.0010429	139.97	142.4	0.63149	0.90937	2.0876	634.37	0.016372	105.47	0.11315	0.0073701	61.674	0.016214	362.5	400.39	1.6151	0.83502	1.4535	215.64	1.6334	14.223	0.016803
-10.737	23.451	958.25	0.0010436	140.22	142.67	0.63245	0.90938	2.0893	633.51	0.01655	105.31	0.11301	0.0073462	61.909	0.016153	362.5	400.38	1.6145	0.83549	1.4559	215.59	1.6315	14.234	0.016826
-10.61	23.534	957.68	0.0010442	140.47	142.93	0.63342	0.90938	2.091	632.65	0.016728	105.14	0.11287	0.0073224	62.144	0.016092	362.5	400.37	1.614	0.83597	1.4583	215.55	1.6296	14.245	0.016848
-10.483	23.616	957.12	0.0010448	140.72	143.19	0.63438	0.90938	2.0927	631.78	0.016907	104.98	0.11273	0.0072987	62.38	0.016031	362.5	400.35	1.6134	0.83645	1.4608	215.5	1.6278	14.256	0.01687
-10.357	23.699	956.55	0.0010454	140.97	143.45	0.63535	0.90939	2.0944	630.92	0.017086	104.82	0.1126	0.007275	62.616	0.01597	362.49	400.34	1.6129	0.83692	1.4632	215.46	1.6259	14.267	0.016893
-10.231	23.781	955.98	0.001046	141.22	143.71	0.63631	0.90939	2.0961	630.07	0.017265	104.66	0.11246	0.0072514	62.852	0.01591	362.49	400.33	1.6123	0.8374	1.4657	215.41	1.624	14.278	0.016915
-10.106	23.864	955.41	0.0010467	141.47	143.97	0.63726	0.9094	2.0978	629.21	0.017444	104.49	0.11232	0.0072279	63.089	0.015851	362.49	400.32	1.6118	0.83787	1.4681	215.37	1.6222	14.289	0.016937
-9.9804	23.947	954.85	0.0010473	141.72	144.23	0.63822	0.9094	2.0996	628.35	0.017624	104.33	0.11218	0.0072045	63.326	0.015791	362.49	400.31	1.6113	0.83835	1.4706	215.32	1.6204	14.299	0.01696
-9.8555	24.029	954.28	0.0010479	141.97	144.49	0.63917	0.90941	2.1013	627.5	0.017805	104.17	0.11204	0.0071811	63.562	0.015733	362.49	400.29	1.6107	0.83882	1.473	215.28	1.6185	14.31	0.016982
-9.7309	24.112	953.72	0.0010485	142.22	144.75	0.64012	0.90941	2.103	626.65	0.017985	104.01	0.11191	0.0071578	63.8	0.015674	362.49	400.28	1.6102	0.83929	1.4755	215.23	1.6167	14.321	0.017005
-9.6066	24.194	953.15	0.0010492	142.47	145.01	0.64107	0.90942	2.1048	625.8	0.018167	103.85	0.11177	0.0071346	64.037	0.015616	362.48	400.27	1.6096	0.83976	1.478	215.19	1.6149	14.332	0.017027
-9.4826	24.277	952.59	0.0010498	142.72	145.27	0.64201	0.90943	2.1065	624.95	0.018348	103.7	0.11163	0.0071114	64.274	0.015558	362.48	400.25	1.6091	0.84023	1.4805	215.14	1.6131	14.343	0.01705
-9.3589	24.359	952.03	0.0010504	142.96	145.52	0.64296	0.90943	2.1083	624.1	0.01853	103.54	0.1115	0.0070883	64.512	0.015501	362.48	400.24	1.6085	0.8407	1.483	215.1	1.6113	14.354	0.017072
-9.2355	24.442	951.46	0.001051	143.21	145.78	0.6439	0.90944	2.11	623.26	0.018712	103.38	0.11136	0.0070653	64.75	0.015444	362.48	400.22	1.608	0.84117	1.4855	215.05	1.6095	14.364	0.017095
-9.1125	24.524	950.9	0.0010516	143.46	146.04	0.64484	0.90945	2.1118	622.42	0.018895	103.22	0.11123	0.0070423	64.989	0.015387	362.47	400.21	1.6075	0.84164	1.488	215.01	1.6077	14.375	0.017117
-8.9897	24.607	950.34	0.0010523	143.7	146.29	0.64577	0.90945	2.1135	621.58	0.019078	103.07	0.11109	0.0070195	65.227	0.015331	362.47	400.2	1.6069	0.84211	1.4905	214.96	1.606	14.386	0.01714
-8.8672	24.689	949.78	0.0010529	143.95	146.55	0.64671	0.90946	2.1153	620.74	0.019261	102.91	0.11096	0.0069967	65.466	0.015275	362.47	400.18	1.6064	0.84258	1.493	214.91	1.6042	14.397	0.017162
-8.745	24.772	949.22	0.0010535	144.19	146.8	0.64764	0.90947	2.1171	619.9	0.019445	102.75	0.11083	0.0069739	65.705	0.01522	362.46	400.16	1.6059	0.84304	1.4955	214.87	1.6025	14.408	0.017185
-8.6232	24.855	948.66	0.0010541	144.44	147.06	0.64857	0.90948	2.1188	619.06	0.019629	102.6	0.11069	0.0069512	65.944	0.015164	362.46	400.15	1.6053	0.84351	1.498	214.82	1.6007	14.418	0.017207
-8.5016	24.937	948.1	0.0010547	144.68	147.31	0.6495	0.90949	2.1206	618.22	0.019813	102.44	0.11056	0.0069286	66.183	0.01511	362.45	400.13	1.6048	0.84398	1.5006	214.78	1.599	14.429	0.01723
-8.3803	25.02	947.55	0.0010554	144.93	147.57	0.65042	0.9095	2.1224	617.39	0.019998	102.29	0.11043	0.0069061	66.423	0.015055	362.45	400.12	1.6043	0.84444	1.5031	214.73	1.5972	14.44	0.017253
-8.2593	25.102	946.99	0.001056	145.17	147.82	0.65135	0.90951	2.1242	616.56	0.020183	102.14	0.11029	0.0068836	66.663	0.015001	362.45	400.1	1.6037	0.84491	1.5057	214.68	1.5955	14.451	0.017275
-8.1386	25.185	946.43	0.0010566	145.41	148.07	0.65227	0.90952	2.126	615.73	0.020369	101.98	0.11016	0.0068612	66.903	0.014947	362.44	400.09	1.6032	0.84537	1.5082	214.64	1.5938	14.461	0.017298
-8.0182	25.267	945.88	0.0010572	145.65	148.33	0.65319	0.90953	2.1278	614.9	0.020555	101.83	0.11003	0.0068388	67.143	0.014893	362.44	400.07	1.6027	0.84583	1.5108	214.59	1.5921	14.472	0.017321
-7.898	25.35	945.32	0.0010578	145.9	148.58	0.65411	0.90954	2.1296	614.07	0.020741	101.68	0.1099	0.0068166	67.384	0.01484	362.43	400.05	1.6022	0.8463	1.5133	214.55	1.5904	14.483	0.017343
-7.7782	25.432	944.77	0.0010585	146.14	148.83	0.65502	0.90955	2.1314	613.25	0.020928	101.53	0.10977	0.0067944	67.625	0.014787	362.43	400.03	1.6016	0.84676	1.5159	214.5	1.5887	14.494	0.017366
-7.6586	25.515	944.21	0.0010591	146.38	149.08	0.65594	0.90956	2.1332	612.42	0.021115	101.38	0.10964	0.0067722	67.866	0.014735	362.42	400.02	1.6011	0.84722	1.5185	214.45	1.587	14.504	0.017389
-7.5393	25.597	943.66	0.0010597	146.62	149.33	0.65685	0.90957	2.1351	611.6	0.021303	101.23	0.10951	0.0067501	68.107	0.014683	362.42	400	1.6006	0.84768	1.5211	214.41	1.5853	14.515	0.017412
-7.4203	25.68	943.11	0.0010603	146.86	149.58	0.65776	0.90959	2.1369	610.78	0.021491	101.08	0.10938	0.0067281	68.349	0.014631	362.41	399.98	1.6001	0.84814	1.5237	214.36	1.5836	14.526	0.017435
-7.3016	25.762	942.55	0.0010609	147.1	149.83	0.65867	0.9096	2.1387	609.96	0.021679	100.93	0.10925	0.0067061	68.591	0.014579	362.4	399.96	1.5995	0.8486	1.5263	214.31	1.5819	14.536	0.017457
-7.1831	25.845	942	0.0010616	147.34	150.08	0.65957	0.90961	2.1405	609.14	0.021868	100.78	0.10912	0.0066842	68.833	0.014528	362.4	399.94	1.599	0.84906	1.5289	214.27	1.5803	14.547	0.01748
-7.0649	25.928	941.45	0.0010622	147.58	150.33	0.66047	0.90963	2.1424	608.32	0.022057	100.63	0.10899	0.0066624	69.075	0.014477	362.39	399.93	1.5985	0.84952	1.5315	214.22	1.5786	14.558	0.017503
-6.947	26.01	940.9	0.0010628	147.82	150.58	0.66138	0.90964	2.1442	607.5	0.022247	100.48	0.10886	0.0066406	69.318	0.014426	362.38	399.91	1.598	0.84997	1.5341	214.17	1.577	14.568	0.017526
-6.8294	26.093	940.35	0.0010634	148.05	150.83	0.66228	0.90965	2.1461	606.69	0.022437	100.34	0.10873	0.0066189	69.561	0.014376	362.38	399.89	1.5975	0.85043	1.5367	214.12	1.5753	14.579	0.017549
-6.712	26.175	939.8	0.0010641	148.29	151.08	0.66317	0.90967	2.1479	605.88	0.022628	100.19	0.1086	0.0065973	69.804	0.014326	362.37	399.87	1.5969	0.85089	1.5394	214.08	1.5737	14.59	0.017572
-6.5949	26.258	939.25	0.0010647	148.53	151.32	0.66407	0.90968	2.1498	605.07	0.022818	100.04	0.10847	0.0065757	70.047	0.014276	362.36	399.85	1.5964	0.85134	1.542	214.03	1.572	14.6	0.017595
-6.4781	26.34	938.7	0.0010653	148.76	151.57	0.66496	0.9097	2.1517	604.26	0.02301	99.895	0.10835	0.0065542	70.291	0.014227	362.36	399.83	1.5959	0.8518	1.5447	213.98	1.5704	14.611	0.017618
-6.3615	26.423	938.16	0.0010659	149	151.82	0.66586	0.90971	2.1535	603.45	0.023202	99.75	0.10822	0.0065327	70.534	0.014177	362.35	399.81	1.5954	0.85226	1.5473	213.94	1.5688	14.622	0.017641
-6.2452	26.505	937.61	0.0010665	149.24	152.06	0.66675	0.90973	2.1554	602.64	0.023394	99.604	0.10809	0.0065113	70.778	0.014129	362.34	399.79	1.5949	0.85271	1.55	213.89	1.5672	14.632	0.017664
-6.1292	26.588	937.06	0.0010672	149.47	152.31	0.66764	0.90974	2.1573	601.83	0.023586	99.46	0.10797	0.00649	71.023	0.01408	362.33	399.77	1.5944	0.85316	1.5526	213.84	1.5656	14.643	0.017687
-6.0134	26.67	936.51	0.0010678	149.71	152.56	0.66852	0.90976	2.1592	601.03	0.023779	99.315	0.10784	0.0064687	71.267	0.014032	362.32	399.75	1.5939	0.85362	1.5553	213.79	1.564	14.654	0.01771
-5.8979	26.753	935.97	0.0010684	149.94	152.8	0.66941	0.90978	2.1611	600.23	0.023973	99.172	0.10771	0.0064475	71.512	0.013984	362.32	399.73	1.5934	0.85407	1.558	213.75	1.5624	14.664	0.017733
-5.7827	26.836	935.42	0.001069	150.18	153.05	0.67029	0.90979	2.163	599.42	0.024166	99.028	0.10759	0.0064263	71.757	0.013936	362.31	399.71	1.5928	0.85452	1.5607	213.7	1.5608	14.675	0.017756
-5.6677	26.918	934.88	0.0010697	150.41	153.29	0.67117	0.90981	2.1649	598.62	0.024361	98.885	0.10746	0.0064052	72.003	0.013888	362.3	399.68	1.5923	0.85498	1.5634	213.65	1.5592	14.685	0.01778
-5.5529	27.001	934.33	0.0010703	150.64	153.53	0.67205	0.90983	2.1668	597.82	0.024555	98.743	0.10734	0.0063842	72.248	0.013841	362.29	399.66	1.5918	0.85543	1.5661	213.6	1.5576	14.696	0.017803
-5.4385	27.083	933.79	0.0010709	150.88	153.78	0.67293	0.90985	2.1687	597.03	0.024751	98.6	0.10721	0.0063632	72.494	0.013794	362.28	399.64	1.5913	0.85588	1.5688	213.56	1.5561	14.707	0.017826
-5.3242	27.166	933.25	0.0010715	151.11	154.02	0.67381	0.90986	2.1706	596.23	0.024946	98.459	0.10709	0.0063423	72.74	0.013748	362.27	399.62	1.5908	0.85633	1.5716	213.51	1.5545	14.717	0.017849
-5.2103	27.248	932.7	0.0010722	151.34	154.26	0.67468	0.90988	2.1726	595.43	0.025142	98.317	0.10697	0.0063214	72.987	0.013701	362.26	399.6	1.5903	0.85678	1.5743	213.46	1.5529	14.728	0.017873
-5.0965	27.331	932.16	0.0010728	151.58	154.51	0.67555	0.9099	2.1745	594.64	0.025339	98.177	0.10684	0.0063006	73.233	0.013655	362.25	399.57	1.5898	0.85723	1.577	213.41	1.5514	14.739	0.017896
-4.9831	27.413	931.62	0.0010734	151.81	154.75	0.67642	0.90992	2.1764	593.85	0.025536	98.036	0.10672	0.0062798	73.48	0.013609	362.24	399.55	1.5893	0.85768	1.5798	213.36	1.5498	14.749	0.017919
-4.8698	27.496	931.08	0.001074	152.04	154.99	0.67729	0.90994	2.1784	593.06	0.025733	97.896	0.1066	0.0062591	73.727	0.013564	362.23	399.53	1.5888	0.85813	1.5825	213.32	1.5483	14.76	0.017943
-4.7569	27.578	930.54	0.0010746	152.27	155.23	0.67816	0.90996	2.1803	592.27	0.025931	97.756	0.10647	0.0062385	73.975	0.013518	362.22	399.5	1.5883	0.85857	1.5853	213.27	1.5468	14.77	0.017966
-4.6441	27.661	930	0.0010753	152.5	155.47	0.67902	0.90998	2.1823	591.48	0.026129	97.617	0.10635	0.0062179	74.222	0.013473	362.21	399.48	1.5878	0.85902	1.5881	213.22	1.5452	14.781	0.017989
-4.5317	27.743	929.46	0.0010759	152.73	155.71	0.67989	0.91	2.1842	590.69	0.026328	97.478	0.10623	0.0061974	74.47	0.013428	362.2	399.46	1.5873	0.85947	1.5908	213.17	1.5437	14.791	0.018013
-4.4194	27.826	928.92	0.0010765	152.96	155.96	0.68075	0.91002	2.1862	589.9	0.026527	97.34	0.10611	0.0061769	74.719	0.013384	362.19	399.43	1.5868	0.85992	1.5936	213.12	1.5422	14.802	0.018036
-4.3074	27.909	928.38	0.0010771	153.19	156.2	0.68161	0.91004	2.1882	589.12	0.026727	97.202	0.10598	0.0061565	74.967	0.013339	362.18	399.41	1.5863	0.86036	1.5964	213.07	1.5407	14.813	0.01806
-4.1957	27.991	927.84	0.0010778	153.42	156.44	0.68247	0.91006	2.1902	588.33	0.026927	97.064	0.10586	0.0061362	75.216	0.013295	362.17	399.38	1.5858	0.86081	1.5992	213.03	1.5392	14.823	0.018084
-4.0841	28.074	927.3	0.0010784	153.65	156.67	0.68333	0.91009	2.1922	587.55	0.027127	96.927	0.10574	0.0061158	75.465	0.013251	362.16	399.36	1.5853	0.86126	1.602	212.98	1.5376	14.834	0.018107
-3.9729	28.156	926.76	0.001079	153.88	156.91	0.68418	0.91011	2.1941	586.77	0.027328	96.79	0.10562	0.0060956	75.714	0.013208	362.15	399.33	1.5848	0.8617	1.6048	212.93	1.5361	14.844	0.018131
-3.8618	28.239	926.23	0.0010797	154.1	157.15	0.68504	0.91013	2.1961	585.99	0.02753	96.654	0.1055	0.0060754	75.964	0.013164	362.13	399.31	1.5843	0.86215	1.6077	212.88	1.5347	14.855	0.018154
-3.751	28.321	925.69	0.0010803	154.33	157.39	0.68589	0.91015	2.1981	585.21	0.027732	96.518	0.10538	0.0060553	76.214	0.013121	362.12	399.28	1.5838	0.86259	1.6105	212.83	1.5332	14.865	0.018178
-3.6404	28.404	925.15	0.0010809	154.56	157.63	0.68674	0.91018	2.2002	584.43	0.027934	96.382	0.10526	0.0060352	76.464	0.013078	362.11	399.26	1.5833	0.86303	1.6134	212.78	1.5317	14.876	0.018202
-3.5301	28.486	924.62	0.0010815	154.79	157.87	0.68759	0.9102	2.2022	583.65	0.028137	96.247	0.10514	0.0060151	76.714	0.013035	362.1	399.23	1.5828	0.86348	1.6162	212.73	1.5302	14.886	0.018225
-3.42	28.569	924.08	0.0010822	155.01	158.1	0.68843	0.91022	2.2042	582.88	0.02834	96.112	0.10502	0.0059952	76.965	0.012993	362.09	399.2	1.5823	0.86392	1.6191	212.68	1.5287	14.897	0.018249
-3.3101	28.651	923.55	0.0010828	155.24	158.34	0.68928	0.91025	2.2062	582.1	0.028544	95.978	0.1049	0.0059752	77.216	0.012951	362.07	399.18	1.5818	0.86436	1.6219	212.64	1.5273	14.907	0.018273
-3.2005	28.734	923.01	0.0010834	155.47	158.58	0.69012	0.91027	2.2083	581.33	0.028749	95.843	0.10478	0.0059554	77.467	0.012909	362.06	399.15	1.5813	0.86481	1.6248	212.59	1.5258	14.918	0.018297
-3.0911	28.817	922.48	0.001084	155.69	158.81	0.69097	0.9103	2.2103	580.56	0.028953	95.71	0.10467	0.0059355	77.718	0.012867	362.05	399.13	1.5808	0.86525	1.6277	212.54	1.5243	14.928	0.018321
-2.9819	28.899	921.94	0.0010847	155.92	159.05	0.69181	0.91032	2.2123	579.78	0.029159	95.576	0.10455	0.0059158	77.97	0.012825	362.03	399.1	1.5803	0.86569	1.6306	212.49	1.5229	14.939	0.018345
-2.8729	28.982	921.41	0.0010853	156.14	159.29	0.69265	0.91035	2.2144	579.01	0.029365	95.443	0.10443	0.0058961	78.222	0.012784	362.02	399.07	1.5798	0.86613	1.6335	212.44	1.5214	14.95	0.018369
-2.7642	29.064	920.87	0.0010859	156.37	159.52	0.69349	0.91037	2.2165	578.24	0.029571	95.311	0.10431	0.0058764	78.475	0.012743	362.01	399.04	1.5793	0.86657	1.6364	212.39	1.52	14.96	0.018393
